problem,domain,solver,solved,plan_length,plan_cost,expanded,reopened,evaluated,evaluations,generated,dead_ends,search_time,total_time
p20.pddl,folding-sat23-strips,1,0,,,,,,,,,,
d-10-1.pddl,ged-sat14-strips,1,1,65,22,675,0,676,1352,2515,0,0.042592,0.079188
d-10-2.pddl,ged-sat14-strips,1,1,66,23,676,0,677,1354,2549,0,0.042592,0.085272
d-10-3.pddl,ged-sat14-strips,1,1,111,39,1781,0,1782,3564,7548,0,0.112291,0.157984
d-10-4.pddl,ged-sat14-strips,1,1,72,24,712,0,713,1426,2745,0,0.042592,0.077491
d-10-5.pddl,ged-sat14-strips,1,1,142,47,3113,0,3114,6228,12635,0,0.278781,0.348498
d-10-6.pddl,ged-sat14-strips,1,1,143,48,3256,0,3257,6514,13112,0,0.305994,0.371897
d-11-1.pddl,ged-sat14-strips,1,1,98,31,1516,0,1517,3034,5209,0,0.108542,0.155026
d-11-3.pddl,ged-sat14-strips,1,1,104,35,1250,0,1251,2502,4691,0,0.085304,0.127901
d-11-5.pddl,ged-sat14-strips,1,1,104,34,1139,0,1140,2280,4536,0,0.096832,0.15499
d-11-6.pddl,ged-sat14-strips,1,1,122,39,2055,0,2056,4112,7573,0,0.162696,0.20924
d-12-11.pddl,ged-sat14-strips,1,1,114,37,1557,0,1558,3116,6065,0,0.120076,0.168316
d-12-2.pddl,ged-sat14-strips,1,1,143,46,2535,0,2536,5072,11566,0,0.267273,0.344804
d-12-3.pddl,ged-sat14-strips,1,1,249,77,6478,0,6479,12958,32283,0,0.73589,0.827508
d-12-5.pddl,ged-sat14-strips,1,1,219,70,7163,0,7164,14328,32988,0,0.913695,1.016298
d-12-6.pddl,ged-sat14-strips,1,1,192,63,3730,0,3731,7462,15999,0,0.410391,0.495664
d-12-7.pddl,ged-sat14-strips,1,1,184,60,4917,0,4918,9836,22071,0,0.57684,0.669806
d-12-8.pddl,ged-sat14-strips,1,1,263,81,4963,0,4964,9928,24493,0,0.661883,0.769847
d-12-9.pddl,ged-sat14-strips,1,1,175,58,4149,0,4150,8300,17839,0,0.584593,0.7003
d-3-6.pddl,ged-sat14-strips,1,1,74,25,649,0,650,1300,2878,0,0.042591,0.085174
d-9-5.pddl,ged-sat14-strips,1,1,69,22,450,0,451,902,1957,0,0.034831,0.081316
p01.pddl,genome-edit-distances-sat14-strips,1,1,74,25,649,0,650,1300,2878,0,0.042574,0.085225
p02.pddl,genome-edit-distances-sat14-strips,1,1,69,22,450,0,451,902,1957,0,0.034816,0.085178
p03.pddl,genome-edit-distances-sat14-strips,1,1,65,22,675,0,676,1352,2515,0,0.043534,0.082306
p04.pddl,genome-edit-distances-sat14-strips,1,1,66,23,676,0,677,1354,2549,0,0.042568,0.080893
p05.pddl,genome-edit-distances-sat14-strips,1,1,111,39,1781,0,1782,3564,7548,0,0.116099,0.160236
p06.pddl,genome-edit-distances-sat14-strips,1,1,72,24,712,0,713,1426,2745,0,0.046423,0.085204
p07.pddl,genome-edit-distances-sat14-strips,1,1,142,47,3113,0,3114,6228,12635,0,0.278622,0.344497
p08.pddl,genome-edit-distances-sat14-strips,1,1,143,48,3256,0,3257,6514,13112,0,0.301664,0.367516
p09.pddl,genome-edit-distances-sat14-strips,1,1,98,31,1516,0,1517,3034,5209,0,0.10836,0.151042
p10.pddl,genome-edit-distances-sat14-strips,1,1,104,35,1250,0,1251,2502,4691,0,0.08514,0.130676
p11.pddl,genome-edit-distances-sat14-strips,1,1,104,34,1139,0,1140,2280,4536,0,0.096687,0.152363
p12.pddl,genome-edit-distances-sat14-strips,1,1,122,39,2055,0,2056,4112,7573,0,0.166299,0.215235
p13.pddl,genome-edit-distances-sat14-strips,1,1,143,46,2535,0,2536,5072,11566,0,0.259105,0.338397
p14.pddl,genome-edit-distances-sat14-strips,1,1,249,77,6478,0,6479,12958,32283,0,0.734795,0.829238
p15.pddl,genome-edit-distances-sat14-strips,1,1,219,70,7163,0,7164,14328,32988,0,0.90881,1.012461
p16.pddl,genome-edit-distances-sat14-strips,1,1,192,63,3730,0,3731,7462,15999,0,0.4022,0.483442
p17.pddl,genome-edit-distances-sat14-strips,1,1,184,60,4917,0,4918,9836,22071,0,0.580526,0.673453
p18.pddl,genome-edit-distances-sat14-strips,1,1,263,81,4963,0,4964,9928,24493,0,0.65406,0.762485
p19.pddl,genome-edit-distances-sat14-strips,1,1,175,58,4149,0,4150,8300,17839,0,0.572799,0.686953
p20.pddl,genome-edit-distances-sat14-strips,1,1,114,37,1557,0,1558,3116,6065,0,0.12385,0.172184
ptesting-1-2-7.pddl,hiking-sat14-strips,1,1,66,66,7075,0,7089,14165,91994,13,0.054139,0.058091
ptesting-1-2-8.pddl,hiking-sat14-strips,1,1,76,76,9925,0,9942,19868,146298,16,0.07738,0.084324
ptesting-2-2-6.pddl,hiking-sat14-strips,1,1,56,56,12039,0,12096,24136,298687,56,0.158664,0.180054
ptesting-2-2-7.pddl,hiking-sat14-strips,1,1,60,60,14613,0,14671,29285,353541,57,0.23996,0.274476
ptesting-2-2-8.pddl,hiking-sat14-strips,1,1,78,78,25128,0,25198,50327,681918,69,0.499536,0.549953
ptesting-2-3-6.pddl,hiking-sat14-strips,1,1,51,51,10787,0,10845,21633,295393,57,0.174265,0.209224
ptesting-2-3-7.pddl,hiking-sat14-strips,1,1,62,62,20590,0,20649,41240,575982,58,0.425954,0.475443
ptesting-2-3-8.pddl,hiking-sat14-strips,1,1,71,71,26148,0,26210,52359,808271,61,0.658289,0.728104
ptesting-2-4-5.pddl,hiking-sat14-strips,1,1,42,42,8284,0,8323,16608,242476,38,0.123852,0.148875
ptesting-2-4-6.pddl,hiking-sat14-strips,1,1,49,49,10411,0,10452,20864,394871,40,0.220727,0.265331
ptesting-2-4-7.pddl,hiking-sat14-strips,1,1,60,60,12769,0,12810,25580,398210,40,0.317525,0.383449
ptesting-2-4-8.pddl,hiking-sat14-strips,1,1,71,71,16093,0,16130,32224,560375,36,0.515023,0.607675
ptesting-3-3-5.pddl,hiking-sat14-strips,1,1,39,39,9257,0,9319,18577,428660,61,0.23177,0.303121
ptesting-3-3-6.pddl,hiking-sat14-strips,1,1,81,81,59851,0,60426,120278,3090347,574,1.985539,2.112825
ptesting-3-3-7.pddl,hiking-sat14-strips,1,1,106,106,37558,0,37679,75238,2084110,120,1.556245,1.752896
ptesting-3-3-8.pddl,hiking-sat14-strips,1,1,66,66,182759,0,183629,366389,8764788,869,9.290428,9.573741
ptesting-3-4-5.pddl,hiking-sat14-strips,1,1,38,38,10700,0,10764,21465,503208,63,0.309703,0.41043
ptesting-3-4-6.pddl,hiking-sat14-strips,1,1,53,53,32069,0,32408,64478,1692173,338,1.271699,1.433069
ptesting-3-4-7.pddl,hiking-sat14-strips,1,1,56,56,55526,0,55949,111476,3102700,422,2.812265,3.069743
ptesting-3-4-8.pddl,hiking-sat14-strips,1,1,66,66,106322,0,106985,213308,5680006,662,6.783299,7.199458
p01.pddl,maintenance-sat14-strips,1,0,,,,,,,,,,
p02.pddl,maintenance-sat14-strips,1,1,53,53,54,0,58,113,5583,3,0.003867,0.030825
p03.pddl,maintenance-sat14-strips,1,1,54,54,54,0,58,113,5427,3,0.00387,0.026945
p04.pddl,maintenance-sat14-strips,1,0,,,,,,,,,,
p05.pddl,maintenance-sat14-strips,1,0,,,,,,,,,,
p06.pddl,maintenance-sat14-strips,1,1,76,76,78,0,81,160,14535,2,0.003854,0.092589
p07.pddl,maintenance-sat14-strips,1,1,84,84,86,0,92,179,15114,5,0.011594,0.096733
p08.pddl,maintenance-sat14-strips,1,1,78,78,79,0,81,161,14529,1,0.007729,0.092836
p09.pddl,maintenance-sat14-strips,1,0,,,,,,,,,,
p10.pddl,maintenance-sat14-strips,1,1,169,169,4519,0,15255,19775,558660,10735,0.293948,0.4603
p11.pddl,maintenance-sat14-strips,1,0,,,,,,,,,,
p12.pddl,maintenance-sat14-strips,1,1,168,168,171,0,174,346,59289,2,0.030746,0.495409
p13.pddl,maintenance-sat14-strips,1,1,164,164,174,0,181,356,60336,6,0.02691,0.499338
p14.pddl,maintenance-sat14-strips,1,1,165,165,171,0,180,352,60366,8,0.026879,0.49542
p15.pddl,maintenance-sat14-strips,1,0,,,,,,,,,,
p16.pddl,maintenance-sat14-strips,1,0,,,,,,,,,,
p17.pddl,maintenance-sat14-strips,1,0,,,,,,,,,,
p18.pddl,maintenance-sat14-strips,1,1,155,155,166,0,167,334,60699,0,0.034728,1.165442
p19.pddl,maintenance-sat14-strips,1,0,,,,,,,,,,
p20.pddl,maintenance-sat14-strips,1,1,171,171,195,0,200,396,67374,4,0.034747,1.173672
p01.pddl,nomystery-sat11-strips,1,1,20,20,50,0,52,103,304,1,0.0,0.003931
p02.pddl,nomystery-sat11-strips,1,1,22,22,2326,0,4831,7158,15598,2504,0.030872,0.034732
p03.pddl,nomystery-sat11-strips,1,1,28,28,108,0,109,218,696,0,0.003862,0.01751
p04.pddl,nomystery-sat11-strips,1,1,32,32,125,0,126,252,818,0,0.00768,0.03096
p05.pddl,nomystery-sat11-strips,1,1,38,38,123,0,124,248,875,0,0.00386,0.033008
p06.pddl,nomystery-sat11-strips,1,1,43,43,16340,0,25507,41848,118223,9166,0.524972,0.552076
p07.pddl,nomystery-sat11-strips,1,1,43,43,112,0,113,226,882,0,0.007605,0.044498
p08.pddl,nomystery-sat11-strips,1,1,43,43,185,0,186,372,1767,0,0.011577,0.038663
p09.pddl,nomystery-sat11-strips,1,0,,,,,,,,,,
p10.pddl,nomystery-sat11-strips,1,0,,,,,,,,,,
p11.pddl,nomystery-sat11-strips,1,1,20,20,83,0,129,213,459,45,0.0,0.003955
p12.pddl,nomystery-sat11-strips,1,1,21,21,7709,0,17006,24716,43820,9296,0.081001,0.087652
p13.pddl,nomystery-sat11-strips,1,1,25,25,811,0,1662,2474,5438,850,0.01543,0.026753
p14.pddl,nomystery-sat11-strips,1,0,,,,,,,,,,
p15.pddl,nomystery-sat11-strips,1,0,,,,,,,,,,
p16.pddl,nomystery-sat11-strips,1,0,,,,,,,,,,
p17.pddl,nomystery-sat11-strips,1,1,40,40,109,0,113,223,876,3,0.00394,0.030423
p18.pddl,nomystery-sat11-strips,1,0,,,,,,,,,,
p19.pddl,nomystery-sat11-strips,1,0,,,,,,,,,,
p20.pddl,nomystery-sat11-strips,1,0,,,,,,,,,,
p01.pddl,nurikabe-sat18-strips,1,1,33,33,46,0,48,95,126,1,0.003904,0.034984
p02.pddl,nurikabe-sat18-strips,1,1,46,46,97,0,103,201,279,5,0.011617,0.041146
p03.pddl,nurikabe-sat18-strips,1,1,51,51,82,0,85,168,225,2,0.015254,0.083964
p04.pddl,nurikabe-sat18-strips,1,1,64,64,9790,0,10585,20376,26133,794,1.330979,1.433948
p05.pddl,nurikabe-sat18-strips,1,1,63,63,94,0,96,191,278,1,0.026707,0.20612
p06.pddl,nurikabe-sat18-strips,1,1,64,64,101,0,103,205,290,1,0.022886,0.174733
p07.pddl,nurikabe-sat18-strips,1,1,76,76,150,0,155,306,444,4,0.050246,0.342677
p08.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
p09.pddl,nurikabe-sat18-strips,1,1,100,100,218,0,229,448,623,10,0.131907,0.953386
p10.pddl,nurikabe-sat18-strips,1,1,104,104,22676,0,23671,46348,61931,994,9.767182,10.570253
p11.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
p12.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
p13.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
p14.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
p15.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
p16.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
p17.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
p18.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
p19.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
p20.pddl,nurikabe-sat18-strips,1,0,,,,,,,,,,
pfile08-031.pddl,parking-sat11-strips,1,1,62,62,588,0,640,1229,13280,51,0.241917,0.52007
pfile08-032.pddl,parking-sat11-strips,1,1,48,48,205,0,223,429,4673,17,0.088313,0.380206
pfile09-033.pddl,parking-sat11-strips,1,1,79,79,1470,0,1615,3086,36064,144,0.779505,1.21851
pfile09-034.pddl,parking-sat11-strips,1,1,73,73,1015,0,1123,2139,25242,107,0.536219,0.95763
pfile09-035.pddl,parking-sat11-strips,1,1,64,64,558,0,611,1170,13864,52,0.302575,0.754632
pfile09-036.pddl,parking-sat11-strips,1,1,68,68,1286,0,1477,2764,31168,190,0.701807,1.158262
pfile10-037.pddl,parking-sat11-strips,1,1,83,83,1740,0,1953,3694,45885,212,1.179902,1.751406
pfile10-038.pddl,parking-sat11-strips,1,1,75,75,1312,0,1410,2723,35326,97,0.875365,1.474087
pfile10-039.pddl,parking-sat11-strips,1,1,79,79,932,0,1033,1966,24821,100,0.625813,1.208466
pfile10-040.pddl,parking-sat11-strips,1,1,76,76,1616,0,1846,3463,42248,229,1.092558,1.687308
pfile11-041.pddl,parking-sat11-strips,1,1,91,91,1009,0,1102,2112,28878,92,0.839947,1.634
pfile11-042.pddl,parking-sat11-strips,1,1,91,91,1221,0,1338,2560,34950,116,1.007539,1.816913
pfile11-043.pddl,parking-sat11-strips,1,1,84,84,1653,0,1798,3452,47462,144,1.431667,2.219736
pfile11-044.pddl,parking-sat11-strips,1,1,79,79,1458,0,1556,3015,41692,97,1.188778,2.039518
pfile12-045.pddl,parking-sat11-strips,1,1,97,97,2025,0,2195,4221,61859,169,2.142537,3.27034
pfile12-046.pddl,parking-sat11-strips,1,1,74,74,774,0,877,1652,23306,102,0.852141,1.999321
pfile12-047.pddl,parking-sat11-strips,1,1,93,93,2199,0,2353,4553,67546,153,2.280054,3.357301
pfile12-048.pddl,parking-sat11-strips,1,1,107,107,2896,0,3189,6086,88762,292,3.010787,4.080763
pfile13-049.pddl,parking-sat11-strips,1,1,80,80,1172,0,1291,2464,38084,118,1.56994,3.059458
pfile13-050.pddl,parking-sat11-strips,1,1,97,97,1793,0,1943,3737,58388,149,2.452927,3.903268
p_28_2.pddl,parking-sat14-strips,1,1,93,93,2794,0,3048,5843,80076,253,2.305102,3.121503
p_28_3.pddl,parking-sat14-strips,1,1,96,96,2194,0,2334,4529,63004,139,1.76875,2.545084
p_30_1.pddl,parking-sat14-strips,1,1,72,72,827,0,913,1741,25614,85,0.891993,1.974987
p_30_2.pddl,parking-sat14-strips,1,1,87,87,1392,0,1498,2891,42606,105,1.433927,2.565121
p_30_3.pddl,parking-sat14-strips,1,1,92,92,1856,0,1998,3855,56995,141,1.976472,3.032118
p_32_1.pddl,parking-sat14-strips,1,1,92,92,3598,0,3911,7510,117202,312,5.031513,6.406979
p_32_2.pddl,parking-sat14-strips,1,1,78,78,716,0,787,1504,23192,70,0.963573,2.493052
p_32_3.pddl,parking-sat14-strips,1,1,112,112,4362,0,4700,9063,142170,337,5.809884,7.188063
p_34_1.pddl,parking-sat14-strips,1,1,109,109,2759,0,2998,5758,94992,238,4.990617,6.898106
p_34_2.pddl,parking-sat14-strips,1,1,118,118,3527,0,3735,7263,122298,207,6.056913,7.872627
p_34_3.pddl,parking-sat14-strips,1,1,103,103,4013,0,4329,8343,139015,315,6.925065,8.798529
p_36_1.pddl,parking-sat14-strips,1,1,121,121,5002,0,5372,10375,182556,369,12.721234,15.069025
p_36_2.pddl,parking-sat14-strips,1,1,107,107,2751,0,2957,5709,101898,205,6.721955,9.186013
p_36_3.pddl,parking-sat14-strips,1,1,95,95,2141,0,2380,4522,76978,238,5.377778,7.678449
p_38_1.pddl,parking-sat14-strips,1,1,123,123,3419,0,3632,7052,132182,212,11.833492,14.979978
p_38_2.pddl,parking-sat14-strips,1,1,126,126,7930,0,8412,16343,307456,481,28.081787,31.187847
p_38_3.pddl,parking-sat14-strips,1,1,101,101,1792,0,1920,3713,69286,127,6.45471,9.44025
p_40_1.pddl,parking-sat14-strips,1,1,113,113,2383,0,2538,4922,97116,154,11.957328,15.816081
p_40_2.pddl,parking-sat14-strips,1,1,108,108,2869,0,3061,5931,116494,191,14.15209,17.93969
p_40_3.pddl,parking-sat14-strips,1,1,123,123,3710,0,3973,7684,150606,262,18.256726,22.225198
p01.pddl,peg-solitaire-sat08-strips,1,1,7,4,7,0,9,17,13,1,0.0038,0.0038
p02.pddl,peg-solitaire-sat08-strips,1,1,9,5,12,0,17,30,27,4,0.0,0.003944
p03.pddl,peg-solitaire-sat08-strips,1,1,10,5,21,0,44,66,58,22,0.0,0.0
p04.pddl,peg-solitaire-sat08-strips,1,1,13,7,60,0,81,142,120,20,0.0,0.002544
p05.pddl,peg-solitaire-sat08-strips,1,1,14,7,39,0,50,90,92,10,0.0,0.003898
p06.pddl,peg-solitaire-sat08-strips,1,1,17,9,87,0,133,221,239,45,0.0,0.003656
p07.pddl,peg-solitaire-sat08-strips,1,1,18,9,33,0,41,75,69,7,0.0,0.002364
p08.pddl,peg-solitaire-sat08-strips,1,1,21,11,107,0,158,266,309,50,0.0,0.003772
p09.pddl,peg-solitaire-sat08-strips,1,1,20,10,57,0,76,134,142,18,0.003908,0.003908
p10.pddl,peg-solitaire-sat08-strips,1,1,23,12,1532,0,2246,3779,3480,713,0.007464,0.011446
p11.pddl,peg-solitaire-sat08-strips,1,1,21,10,460,0,628,1089,1128,167,0.003851,0.006694
p12.pddl,peg-solitaire-sat08-strips,1,1,24,12,534,0,717,1252,1212,182,0.00383,0.007769
p13.pddl,peg-solitaire-sat08-strips,1,1,23,11,134,0,169,304,361,34,0.003898,0.005764
p14.pddl,peg-solitaire-sat08-strips,1,1,26,13,178,0,240,419,491,61,0.0,0.003735
p15.pddl,peg-solitaire-sat08-strips,1,1,25,12,176,0,221,398,412,44,0.003921,0.003921
p16.pddl,peg-solitaire-sat08-strips,1,1,27,14,295,0,359,655,608,63,0.003884,0.005936
p17.pddl,peg-solitaire-sat08-strips,1,1,28,14,11533,0,15265,26799,25272,3731,0.099539,0.099539
p18.pddl,peg-solitaire-sat08-strips,1,1,29,15,1938,0,2693,4632,4401,754,0.015292,0.019254
p19.pddl,peg-solitaire-sat08-strips,1,1,26,12,322,0,442,765,753,119,0.003833,0.007752
p20.pddl,peg-solitaire-sat08-strips,1,1,29,14,626,0,869,1496,1459,242,0.003807,0.007796
p21.pddl,peg-solitaire-sat08-strips,1,1,30,15,267,0,346,614,708,78,0.0,0.003946
p22.pddl,peg-solitaire-sat08-strips,1,1,30,15,743,0,1022,1766,1755,278,0.003834,0.007807
p23.pddl,peg-solitaire-sat08-strips,1,1,32,16,495,0,739,1235,1287,243,0.003827,0.007769
p24.pddl,peg-solitaire-sat08-strips,1,1,32,15,1022,0,1377,2400,2433,354,0.007661,0.011602
p25.pddl,peg-solitaire-sat08-strips,1,1,32,15,788,0,1044,1833,1695,255,0.003836,0.007762
p26.pddl,peg-solitaire-sat08-strips,1,1,36,18,468,0,644,1113,1172,175,0.003818,0.007807
p27.pddl,peg-solitaire-sat08-strips,1,1,40,19,38957,0,52427,91385,85519,13469,0.360895,0.363378
p28.pddl,peg-solitaire-sat08-strips,1,1,45,22,106042,0,143594,249637,228933,37551,1.040445,1.043365
p29.pddl,peg-solitaire-sat08-strips,1,1,51,25,6680159,0,7958073,14638233,14953221,1277913,71.863201,71.867144
p30.pddl,peg-solitaire-sat08-strips,1,1,60,30,109684,0,149217,258902,243432,39532,1.100673,1.102459
p01.pddl,pegsol-sat11-strips,1,1,28,14,11533,0,15265,26799,25272,3731,0.099756,0.101963
p02.pddl,pegsol-sat11-strips,1,1,29,15,1938,0,2693,4632,4401,754,0.01925,0.01925
p03.pddl,pegsol-sat11-strips,1,1,26,12,322,0,442,765,753,119,0.003831,0.007795
p04.pddl,pegsol-sat11-strips,1,1,28,14,352,0,478,831,807,125,0.003826,0.007618
p05.pddl,pegsol-sat11-strips,1,1,28,14,108,0,130,239,293,21,0.0,0.003794
p06.pddl,pegsol-sat11-strips,1,1,27,13,761,0,1022,1784,1776,260,0.007703,0.010319
p07.pddl,pegsol-sat11-strips,1,1,30,15,2132,0,2886,5019,5152,753,0.015333,0.018902
p08.pddl,pegsol-sat11-strips,1,1,30,15,699,0,954,1654,1513,254,0.007669,0.010362
p09.pddl,pegsol-sat11-strips,1,1,32,15,1022,0,1377,2400,2433,354,0.007671,0.011062
p10.pddl,pegsol-sat11-strips,1,1,29,14,626,0,869,1496,1459,242,0.003812,0.007776
p11.pddl,pegsol-sat11-strips,1,1,30,15,267,0,346,614,708,78,0.003884,0.00617
p12.pddl,pegsol-sat11-strips,1,1,32,16,495,0,739,1235,1287,243,0.007742,0.009793
p13.pddl,pegsol-sat11-strips,1,1,23,11,134,0,169,304,361,34,0.0,0.003605
p14.pddl,pegsol-sat11-strips,1,1,32,15,788,0,1044,1833,1695,255,0.007659,0.010172
p15.pddl,pegsol-sat11-strips,1,1,26,13,178,0,240,419,491,61,0.00395,0.00395
p16.pddl,pegsol-sat11-strips,1,1,36,18,468,0,644,1113,1172,175,0.003809,0.007436
p17.pddl,pegsol-sat11-strips,1,1,40,19,38957,0,52427,91385,85519,13469,0.36058,0.364369
p18.pddl,pegsol-sat11-strips,1,1,45,22,106042,0,143594,249637,228933,37551,1.039167,1.04314
p19.pddl,pegsol-sat11-strips,1,1,51,25,6680159,0,7958073,14638233,14953221,1277913,71.458657,71.460384
p20.pddl,pegsol-sat11-strips,1,1,60,30,109684,0,149217,258902,243432,39532,1.116314,1.119858
p01.pddl,recharging-robots-sat23-strips,1,1,16,16,96724,0,234255,330980,992203,137530,22.940963,23.013987
p02.pddl,recharging-robots-sat23-strips,1,1,20,20,326004,0,622669,948674,3825166,296664,221.645232,222.03279
p03.pddl,recharging-robots-sat23-strips,1,1,24,24,13536,0,19508,33045,179221,5971,18.204613,19.779876
p04.pddl,recharging-robots-sat23-strips,1,1,21,21,28,0,30,59,802,1,0.111231,2.768555
p05.pddl,recharging-robots-sat23-strips,1,0,,,,,,,,,,
p06.pddl,recharging-robots-sat23-strips,1,1,13,10,9613,0,9614,19228,32220,0,0.278725,0.315741
p07.pddl,recharging-robots-sat23-strips,1,1,35,29,578703,0,578704,1157408,2567438,0,162.598526,163.059717
p08.pddl,recharging-robots-sat23-strips,1,1,28,19,105654,0,105655,211310,410553,0,17.972274,18.267111
p09.pddl,recharging-robots-sat23-strips,1,1,11,7,21,0,22,44,165,0,0.007648,0.312351
p10.pddl,recharging-robots-sat23-strips,1,0,,,,,,,,,,
p11.pddl,recharging-robots-sat23-strips,1,0,,,,,,,,,,
p12.pddl,recharging-robots-sat23-strips,1,1,24,16,54947,0,54948,109896,218314,0,16.935871,17.78693
p13.pddl,recharging-robots-sat23-strips,1,0,,,,,,,,,,
p14.pddl,recharging-robots-sat23-strips,1,1,11,8,233,0,234,468,1885,0,0.237207,1.889891
p15.pddl,recharging-robots-sat23-strips,1,1,21,16,4708,0,4709,9418,26069,0,15.766722,19.605548
p16.pddl,recharging-robots-sat23-strips,1,0,,,,,,,,,,
p17.pddl,recharging-robots-sat23-strips,1,1,16,10,312,0,313,626,1817,0,1.83076,8.91082
p18.pddl,recharging-robots-sat23-strips,1,0,,,,,,,,,,
p19.pddl,recharging-robots-sat23-strips,1,0,,,,,,,,,,
p01.pddl,ricochet-robots-sat23-strips,1,1,80,15,1496563,0,1496564,2993128,2206797,0,88.265637,88.30006
p02.pddl,ricochet-robots-sat23-strips,1,1,238,31,2093588,0,2093589,4187178,3036728,0,126.610664,126.641251
p03.pddl,ricochet-robots-sat23-strips,1,1,224,33,818926,0,818927,1637854,1213880,0,48.798709,48.833175
p04.pddl,ricochet-robots-sat23-strips,1,0,,,,,,,,,,
p05.pddl,ricochet-robots-sat23-strips,1,0,,,,,,,,,,
p06.pddl,ricochet-robots-sat23-strips,1,1,249,31,971518,0,971519,1943038,1411121,0,57.972211,58.004626
p07.pddl,ricochet-robots-sat23-strips,1,1,304,43,661348,0,661349,1322698,962503,0,40.472444,40.506905
p08.pddl,ricochet-robots-sat23-strips,1,1,150,20,2757457,0,2757458,5514916,4053710,0,164.929862,164.963346
p09.pddl,ricochet-robots-sat23-strips,1,0,,,,,,,,,,
p10.pddl,ricochet-robots-sat23-strips,1,0,,,,,,,,,,
p11.pddl,ricochet-robots-sat23-strips,1,0,,,,,,,,,,
p12.pddl,ricochet-robots-sat23-strips,1,0,,,,,,,,,,
p13.pddl,ricochet-robots-sat23-strips,1,1,176,29,471035,0,471036,942072,740331,0,31.013188,31.047565
p14.pddl,ricochet-robots-sat23-strips,1,1,277,42,2740749,0,2740750,5481500,4081685,0,157.844765,157.877261
p15.pddl,ricochet-robots-sat23-strips,1,1,277,42,2740749,0,2740750,5481500,4081685,0,159.26788,159.300939
p16.pddl,ricochet-robots-sat23-strips,1,0,,,,,,,,,,
p17.pddl,ricochet-robots-sat23-strips,1,0,,,,,,,,,,
p18.pddl,ricochet-robots-sat23-strips,1,1,296,32,2972843,0,2972844,5945688,4225119,0,238.230631,238.274801
p19.pddl,ricochet-robots-sat23-strips,1,0,,,,,,,,,,
p20.pddl,ricochet-robots-sat23-strips,1,0,,,,,,,,,,
p01.pddl,scanalyzer-3d-sat08-strips,1,1,10,30,15,0,16,32,270,0,0.0,0.003795
p02.pddl,scanalyzer-3d-sat08-strips,1,1,14,34,30,0,31,62,360,0,0.0,0.001593
p03.pddl,scanalyzer-3d-sat08-strips,1,1,18,34,63,0,64,128,630,0,0.0,0.003382
p04.pddl,scanalyzer-3d-sat08-strips,1,1,14,42,28,0,29,58,896,0,0.0,0.007725
p05.pddl,scanalyzer-3d-sat08-strips,1,1,20,48,53,0,54,108,1060,0,0.0,0.003924
p06.pddl,scanalyzer-3d-sat08-strips,1,1,26,48,77,0,78,156,1309,0,0.003782,0.007595
p07.pddl,scanalyzer-3d-sat08-strips,1,1,18,54,45,0,46,92,2250,0,0.0038,0.019075
p08.pddl,scanalyzer-3d-sat08-strips,1,1,26,62,82,0,83,166,2460,0,0.003802,0.014196
p09.pddl,scanalyzer-3d-sat08-strips,1,1,36,72,179,0,180,360,4654,0,0.007624,0.015351
p10.pddl,scanalyzer-3d-sat08-strips,1,1,22,66,66,0,67,134,4752,0,0.003788,0.041384
p11.pddl,scanalyzer-3d-sat08-strips,1,1,32,76,117,0,118,236,4914,0,0.007303,0.028287
p12.pddl,scanalyzer-3d-sat08-strips,1,1,44,88,259,0,260,520,9583,0,0.015146,0.034218
p13.pddl,scanalyzer-3d-sat08-strips,1,1,26,78,91,0,92,184,8918,0,0.01135,0.086065
p14.pddl,scanalyzer-3d-sat08-strips,1,1,38,90,158,0,159,318,8848,0,0.011354,0.051863
p15.pddl,scanalyzer-3d-sat08-strips,1,1,52,104,354,0,355,710,17700,0,0.026449,0.064376
p16.pddl,scanalyzer-3d-sat08-strips,1,1,30,90,120,0,121,242,15360,0,0.022717,0.159128
p17.pddl,scanalyzer-3d-sat08-strips,1,1,44,104,205,0,206,412,14760,0,0.022707,0.096692
p18.pddl,scanalyzer-3d-sat08-strips,1,1,60,120,463,0,464,928,30095,0,0.056799,0.123725
p19.pddl,scanalyzer-3d-sat08-strips,1,1,34,102,153,0,154,308,24786,0,0.041823,0.279793
p20.pddl,scanalyzer-3d-sat08-strips,1,1,50,118,258,0,259,518,23220,0,0.045636,0.163617
p21.pddl,scanalyzer-3d-sat08-strips,1,1,68,136,586,0,587,1174,48052,0,0.209073,0.226887
p22.pddl,scanalyzer-3d-sat08-strips,1,1,5,15,5,0,6,12,10,0,0.0,0.007033
p23.pddl,scanalyzer-3d-sat08-strips,1,1,5,15,5,0,6,12,10,0,0.0,0.003903
